Genre,Number of Reviews,Rating,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
Casual,1018089,4.3,100.0,1.0,85.0,8600.0,3,3,12,2020,100000000,4.4,2
Casual,2624422,4.3,110.0,2.0,85.0,8600.0,3,6,11,2020,100000000,4.4,2
Casual,16250955,4.4,92.0,5.0,45.0,8600.0,3,6,17,2020,500000000,4.4,3
Casual,280106,4.5,85.0,1.0,170.0,8600.0,3,6,3,2020,10000000,4.4,3
Entertainment,1719432,4.4,53.0,3.0,85.0,850.0,3,3,23,2020,100000000,4.4,3
Entertainment,1841155,4.0,-1.0,2.0,85.0,1700.0,3,6,24,2020,100000000,4.4,3
Casual,2084769,4.0,55.0,3.0,60.0,850.0,3,6,15,2020,100000000,4.4,4
Entertainment,3301072,4.4,55.0,5.0,85.0,2150.0,3,4,15,2019,100000000,4.1,3
Education,28,4.6,3.2,1.0,0.0,0.0,3,5,13,2019,1000,4.0.3,0
Lifestyle,26730,4.5,5.9,6.0,0.0,0.0,3,6,12,2020,1000000,5.0,0
Lifestyle,65,4.7,5.7,6.0,0.0,0.0,3,6,12,2020,1000,5.0,0
Travel & Local,528174,4.0,18.0,5.0,0.0,0.0,3,6,23,2020,10000000,4.1,0
Social,841683,4.1,90.0,4.0,70.0,13800.0,18,6,23,2020,10000000,5.0,5
Art & Design,9,4.6,9.7,1.0,0.0,0.0,3,1,23,2020,5000,4.1,0
Personalization,13,4.7,7.4,1.0,0.0,0.0,3,1,13,2020,5000,4.1,0
Personalization,6,4.0,6.1,1.0,0.0,0.0,3,1,5,2020,5000,4.1,0
Art & Design,14,4.4,6.0,1.0,0.0,0.0,3,1,22,2020,10000,4.1,0
Lifestyle,29,4.6,24.0,1.0,0.0,0.0,12,7,14,2019,10000,4.0.3,1
Lifestyle,16,3.9,15.0,1.0,0.0,0.0,12,4,8,2019,5000,4.0.3,1
Lifestyle,26,4.6,31.0,1.0,0.0,0.0,3,6,27,2019,10000,4.0.3,0
Social,311673,4.4,-1.0,4.0,30.0,150.0,3,6,5,2020,10000000,-1,0
Social,113574,4.3,43.0,1.0,69.0,24900.0,18,6,11,2020,10000000,5.0,8
Business,22982,3.9,54.0,2020.0,0.0,0.0,3,6,27,2020,1000000,5.0,0
Finance,169587,4.2,32.0,3.0,0.0,0.0,3,6,22,2020,10000000,4.3,0
Tools,259462,4.4,6.8,8.0,130.0,130.0,3,5,15,2020,50000000,4.0,0
Simulation,233519,4.1,45.0,1.0,250.0,250.0,3,3,16,2020,50000000,4.1,0
Art & Design,135976,4.5,13.0,2.0,139.0,139.0,3,6,18,2020,5000000,4.1,0
Art & Design,230148,4.5,15.0,2.0,80.0,139.0,3,6,18,2020,10000000,4.0.3,0
Tools,486,3.8,6.6,10.0,0.0,0.0,3,6,13,2020,100000,4.0.3,0
Finance,4701449,4.4,35.0,4.0,0.0,0.0,3,6,22,2020,100000000,4.3,0
Finance,132462,4.5,-1.0,0.0,0.0,0.0,3,6,20,2020,5000000,4.4,0
Tools,279,4.6,19.0,1.0,0.0,0.0,3,1,3,2020,10000,4.1,0
Tools,145,4.2,17.0,1.0,0.0,0.0,3,3,27,2020,10000,5.0,0
Entertainment,111664,4.1,-1.0,-1.0,0.0,0.0,3,6,16,2020,10000000,-1,3
Photography,9615202,4.3,-1.0,-1.0,20.0,8200.0,12,6,27,2020,500000000,-1,4
Lifestyle,261161,4.4,41.0,7.0,74.99,4499.0,18,6,19,2020,10000000,5.0,7
Personalization,375786,4.5,19.0,4.0,63.09,1334.48,3,12,21,2018,10000000,4.1,0
Lifestyle,6592024,4.6,-1.0,-1.0,0.0,0.0,12,6,23,2020,100000000,-1,1
Social,17528,4.3,2.3,1.0,0.0,0.0,12,6,12,2020,1000000,4.1,1
Tools,13367,4.4,11.0,6.0,160.0,1750.0,3,6,23,2020,100000,4.1,2
Simulation,235374,4.4,74.0,3.0,65.7,6700.0,12,4,21,2017,5000000,4.0.3,2
Action & Adventure,130371,3.9,83.0,3.0,250.0,399.0,3,2,24,2020,50000000,4.1,0
Action & Adventure,5125,4.0,104.0,2.0,250.0,250.0,3,2,4,2019,5000000,4.1,0
Action,2688562,4.0,-1.0,-1.0,79.0,6400.0,7,8,1,2019,100000000,-1,2
Video Players & Editors,363954,4.4,17.0,2.0,85.0,365.0,3,6,26,2020,10000000,4.2,0
Casual,9132824,4.2,146.0,4.0,35.0,7900.0,3,6,18,2020,100000000,4.2,2
Casual,8363403,4.3,154.0,3.0,40.0,7900.0,3,6,17,2020,100000000,4.2,3
Casual,7566416,4.4,142.0,7.0,10.0,7900.0,3,6,25,2020,100000000,4.2,3
Entertainment,165639,4.1,-1.0,8.0,65.0,9600.0,3,6,24,2020,10000000,-1,2
Simulation,77276,3.7,148.0,1.0,250.0,250.0,18,5,7,2020,10000000,4.4,0
Communication,515909,4.1,22.0,280.0,65.0,6500.0,3,6,25,2020,50000000,4.0,8
Education,39543,4.0,92.0,1.0,79.0,380.0,3,5,27,2020,10000000,4.2,0
Health & Fitness,57,3.2,22.0,2.0,1650.0,8700.0,3,5,18,2020,10000,4.4,0
Video Players & Editors,23,2.7,20.0,2.0,0.0,0.0,3,1,21,2019,1000,4.0,0
Social,8,2.5,31.0,3.0,0.0,0.0,3,12,4,2019,1000,4.2,1
Tools,11342,3.7,39.0,4.0,0.0,0.0,3,12,5,2019,500000,5.0,0
Video Players & Editors,2602,3.8,11.0,2.0,0.0,0.0,3,12,26,2019,1000000,4.2,0
Video Players & Editors,3973,4.0,12.0,2.0,85.0,85.0,3,3,27,2020,1000000,4.2,0
Communication,10,4.5,25.0,2.0,0.0,0.0,3,4,30,2020,1000,4.1,5
Tools,246789,4.5,15.0,2.0,10.0,199.0,3,2,6,2020,10000000,4.1,4
Shopping,817183,4.3,-1.0,-1.0,0.0,0.0,12,6,25,2020,10000000,-1,11
News & Magazines,506085,4.0,8.1,2.0,0.0,0.0,12,6,25,2020,10000000,5.0,1
Food & Drink,21,1.9,26.0,1.0,0.0,0.0,3,3,26,2020,5000,5.0,0
Entertainment,45,4.1,8.9,3.0,0.0,0.0,3,5,29,2020,1000,4.4,0
Education,68,4.8,5.2,2.0,0.0,0.0,3,6,11,2020,100,4.2,0
Tools,7,4.4,14.0,1.0,0.0,0.0,3,11,20,2019,5000,4.4,0
Education,10,4.1,-1.0,1.0,0.0,0.0,3,6,8,2020,100,4.1,0
Business,17,4.1,32.0,16.0,0.0,0.0,3,9,20,2019,5000,4.4,0
Communication,5,4.8,5.4,4.0,0.0,0.0,3,3,12,2019,1000,4.1,0
Communication,133,3.8,6.7,4.0,0.0,0.0,12,11,7,2019,100000,4.1,1
Business,225,4.5,16.0,1.0,0.0,0.0,3,6,19,2019,10000,4.1,0
Video Players & Editors,1647,3.7,13.0,2.0,0.0,0.0,3,5,2,2019,100000,4.1,0
Adventure,14115064,4.4,91.0,2.0,30.0,13000.0,7,6,25,2020,100000000,4.4,4
Education,118,4.4,3.4,1.0,0.0,0.0,3,4,19,2020,10000,4.4,0
Entertainment,250928,3.9,7.1,5.0,0.0,0.0,12,2,14,2020,10000000,4.4,0
Social,376404,4.7,20.0,6.0,0.0,0.0,12,6,11,2020,50000000,4.3,1
Shopping,36,3.4,8.9,2.0,0.0,0.0,3,7,8,2016,10000,4.0.3,4
Video Players & Editors,98028,4.1,31.0,3.0,55.0,3050.0,3,6,18,2020,5000000,4.4,0
Video Players & Editors,1154810,4.2,29.0,3.0,55.0,3050.0,3,3,31,2020,10000000,4.4,0
Productivity,2747120,4.2,26.0,3.0,55.0,3050.0,3,6,4,2020,100000000,4.4,0
Education,53408,4.4,37.0,1.0,0.0,0.0,3,6,19,2020,10000000,4.1,0
Finance,88,4.3,12.0,4.0,0.0,0.0,3,1,2,2020,1000,4.4,0
Education,10496,4.5,-1.0,-1.0,0.0,0.0,3,6,24,2020,100000,-1,0
Casual,3299,4.0,101.0,1.0,0.0,0.0,3,12,23,2019,100000,4.4,0
Tools,6562,4.2,-1.0,-1.0,0.0,0.0,3,12,26,2019,50000000,-1,0
Tools,8965,3.9,-1.0,-1.0,0.0,0.0,3,12,26,2019,10000000,-1,0
Education,3090,4.5,25.0,4.0,0.0,0.0,3,5,27,2020,100000,7.0,1
Social,4241,4.4,6.3,2.0,0.0,0.0,12,7,12,2019,500000,5.0,1
Finance,423924,4.1,24.0,1.0,0.0,0.0,3,6,22,2020,50000000,4.4,0
Racing,1635,4.0,34.0,0.0,0.0,0.0,3,6,13,2015,100000,2.3,0
Puzzle,80,4.6,29.0,1.0,0.0,0.0,3,7,29,2019,1000,4.0.3,0
Role Playing,350372,3.8,80.0,0.0,39.0,26000.0,12,6,10,2020,10000000,4.4,3
Social,121218,4.1,60.0,1.0,55.0,20200.0,18,6,19,2020,10000000,5.0,7
Music & Audio,531303,4.4,24.0,16.0,0.0,0.0,3,6,11,2020,500000000,5.0,0
Communication,1736632,4.5,-1.0,11.0,0.0,0.0,3,6,19,2020,1000000000,-1,6
Tools,166896,4.1,31.0,138.0,520.0,6200.0,3,6,21,2020,10000000,4.1,0
Action,49618,3.8,43.0,1.0,190.0,190.0,3,6,25,2020,10000000,4.1,3
Social,3841817,4.4,-1.0,6.0,52.33,26000.0,16,6,26,2020,100000000,5.0,8
Music & Audio,3788032,4.4,-1.0,-1.0,0.0,0.0,12,6,23,2020,100000000,-1,0
Photography,269055,4.1,-1.0,-1.0,0.0,0.0,3,1,13,2017,10000000,-1,0
Video Players & Editors,11725,3.9,5.5,5.0,0.0,0.0,3,3,20,2020,5000000,5.0,0
Shopping,563340,3.8,15.0,3.0,0.0,0.0,3,6,26,2020,50000000,4.1,0
Puzzle,77,4.1,-1.0,-1.0,0.0,0.0,3,11,4,2017,10000,-1,0
Education,6935,4.6,9.3,8.0,0.0,0.0,3,6,6,2020,100000,4.1,0
Communication,118651,4.7,69.0,9.0,0.0,0.0,3,4,13,2020,10000000,4.4,0
Communication,11154068,4.3,-1.0,-1.0,0.0,0.0,3,6,18,2020,1000000000,-1,5
Art & Design,29,4.2,5.5,1.0,0.0,0.0,3,1,31,2020,10000,5.0,0
Tools,162694,4.4,8.8,1.0,39.0,39.0,3,6,2,2020,10000000,4.1,2
Social,22637075,4.3,61.0,10.0,0.0,0.0,12,6,23,2020,1000000000,4.4,7
Shopping,1852712,4.2,16.0,7.0,0.0,0.0,3,6,24,2020,100000000,4.1,1
Strategy,1425309,4.4,99.0,5.0,54.29,8200.0,3,6,3,2020,50000000,4.4,2
Photography,2727,3.8,14.0,1.0,0.0,0.0,3,6,16,2020,1000000,5.1,0
Tools,1430,4.8,5.6,0.0,0.0,0.0,3,3,22,2020,100000,4.1,0
Education,467303,4.7,12.0,3.0,70.0,2800.0,12,6,25,2020,5000000,4.1,1
Education,77389,4.6,6.2,4.0,0.0,0.0,3,8,15,2019,1000000,4.0.3,1
Entertainment,1197321,3.7,26.0,5.0,10.0,2300.0,12,6,24,2020,100000000,4.4,0
Lifestyle,433,4.4,8.4,12.0,0.0,0.0,3,6,26,2018,100000,4.0.3,1
Social,46,4.3,12.0,7.0,0.0,0.0,16,11,4,2018,10000,4.0.3,0
Social,215,4.3,13.0,6.0,0.0,0.0,16,11,4,2018,50000,4.0.3,0
Education,280,3.6,21.0,2.0,0.0,0.0,3,2,11,2020,10000,4.4,3
Education,3701,4.1,6.1,3.0,0.0,0.0,3,12,11,2019,100000,4.3,0
Racing,644924,4.1,-1.0,4.0,10.0,4800.0,3,6,26,2020,50000000,4.2,2
Music & Audio,19138732,4.5,-1.0,-1.0,0.0,0.0,12,6,26,2020,500000000,-1,5
Social,823985,3.9,74.0,9.0,80.0,5500.0,12,6,22,2020,100000000,4.0.3,5
Video Players & Editors,19095,4.4,5.8,1.0,0.0,0.0,3,5,30,2019,1000000,4.1,0
Video Players & Editors,1360504,4.7,99.0,5.0,0.0,0.0,3,7,8,2019,100000000,5.0,2
Entertainment,203975,3.8,-1.0,-1.0,0.0,0.0,12,6,19,2020,10000000,-1,0
Strategy,52836535,4.5,147.0,13.0,79.0,7900.0,7,6,24,2020,500000000,4.1,3
Casual,11474288,4.5,124.0,146150.0,79.0,7900.0,3,4,16,2020,100000000,4.1,3
Education,44,4.3,2.3,1.0,0.0,0.0,3,1,26,2019,10000,4.0,0
Communication,104,4.2,3.6,7.0,0.0,0.0,3,3,13,2020,10000,3.0,9
Music & Audio,43,4.0,41.0,1.0,0.0,0.0,16,11,20,2019,5000,4.4,0
Education,146,3.6,6.4,2.0,0.0,0.0,3,4,7,2020,50000,4.1,0
Photography,52290,4.5,30.0,2.0,80.0,2700.0,3,6,24,2020,10000000,5.0,0
Entertainment,88,4.6,1.8,1.0,0.0,0.0,3,9,5,2017,5000,4.0.3,0
Communication,1099,2.6,3.9,2.0,0.0,0.0,3,10,24,2019,50000,4.0,1
Casual,142085,3.7,75.0,1.0,56.0,282.2,3,9,2,2019,10000000,4.4,3
Entertainment,416,4.4,48.0,11.0,490.0,9500.0,16,5,13,2020,100000,4.4,4
Education,6286,3.8,78.0,4.0,60.0,250.0,3,9,9,2019,1000000,4.0.3,0
Education,5015,4.2,76.0,18.0,80.0,320.0,3,6,25,2020,1000000,4.0.3,2
Action,2060,4.0,25.0,1.0,80.0,4100.0,16,5,10,2019,100000,2.3,3
Racing,781603,4.6,-1.0,-1.0,33.49,4900.0,12,6,15,2020,10000000,-1,2
Education,108,3.3,27.0,1.0,0.0,0.0,3,11,20,2018,10000,6.0,1
Entertainment,3035,4.4,5.0,1.0,0.0,0.0,3,6,2,2020,500000,5.0,0
Books & Reference,29,4.0,3.9,1.0,0.0,0.0,3,3,15,2018,10000,4.1,0
Casino,1370435,4.5,-1.0,5.0,10.0,26000.0,12,6,26,2020,50000000,4.1,3
Finance,12356,4.4,-1.0,-1.0,0.0,0.0,3,5,25,2020,500000,-1,0
Action,29728539,4.1,50.0,0.0,10.0,16300.0,16,5,7,2020,100000000,4.3,3
Action,5306001,4.1,53.0,0.0,10.0,8500.0,16,5,13,2020,100000000,4.0.3,1
Music & Audio,127,3.9,19.0,6.0,0.0,0.0,12,4,1,2020,10000,4.2,1
Entertainment,153619,4.4,32.0,2.0,10.0,4950.0,3,6,27,2020,10000000,4.4,3
Tools,514991,4.0,12.0,4.0,50.0,100.0,3,6,16,2020,50000000,4.1,0
Productivity,7739,4.0,35.0,1.0,0.0,0.0,3,5,11,2020,500000,5.0,0
Lifestyle,6167,4.4,30.0,5.0,0.0,0.0,3,5,16,2020,100000,5.0,0
Music & Audio,35745,4.1,4.8,1.0,0.0,0.0,12,2,29,2020,5000000,5.0,0
Tools,7472,4.7,4.3,8.0,0.0,0.0,3,5,30,2020,5000000,4.0.3,0
Board,347094,4.3,6.6,200.0,0.0,0.0,3,12,18,2018,50000000,4.0,0
News & Magazines,142405,4.0,15.0,4.0,0.0,0.0,3,6,22,2020,50000000,4.1,1
Lifestyle,3913744,3.6,67.0,11.0,29.0,25100.0,18,6,24,2020,100000000,6.0,7
Board,899,3.4,46.0,3.0,70.0,3100.0,3,8,30,2019,500000,5.1,4
Action & Adventure,32033,4.2,-1.0,1.0,70.0,6600.0,7,5,12,2020,1000000,4.1,2
Communication,3700,3.3,41.0,2.0,0.0,0.0,3,6,19,2020,500000,6.0,5
Video Players & Editors,27343,4.3,19.0,7.0,0.0,0.0,3,6,8,2020,5000000,4.4,0
Tools,179,3.4,-1.0,-1.0,0.0,0.0,3,5,29,2020,10000,-1,5
Education,256,4.3,12.0,3.0,0.0,0.0,3,6,17,2020,10000,4.4,3
Casual,180443,4.3,67.0,4.0,15.0,21800.0,18,6,13,2020,10000000,4.1,3
Tools,33580,4.5,4.2,1.0,65.0,65.0,3,5,4,2019,1000000,4.0.3,0
Racing,2851773,4.3,31.0,7.0,80.0,8300.0,3,6,18,2020,100000000,4.2,2
Productivity,3524924,4.4,51.0,7.0,0.0,0.0,3,6,25,2020,500000000,5.0,0
Productivity,21,3.7,16.0,1.0,0.0,0.0,3,6,8,2020,1000,5.0,1
Tools,1373,4.9,7.3,5.0,0.0,0.0,3,5,30,2020,100000,4.0.3,0
Lifestyle,2191,4.2,16.0,1.0,0.0,0.0,12,8,15,2019,500000,4.0.3,0
Productivity,1122,4.4,15.0,4.0,0.0,0.0,3,3,13,2020,50000,4.0.3,0
Personalization,402970,4.6,16.0,4.0,0.0,0.0,3,6,18,2020,50000000,5.0,0
Personalization,222504,4.5,18.0,4.0,0.0,0.0,3,6,18,2020,50000000,5.0,0
Tools,160,4.1,12.0,1.0,0.0,0.0,3,2,13,2019,10000,4.2,0
Personalization,728,3.8,12.0,1.0,0.0,0.0,3,10,16,2019,100000,4.2,0
Communication,13059993,4.5,-1.0,-1.0,30.0,5000.0,3,6,25,2020,500000000,-1,3
Education,140,4.0,3.8,1.0,0.0,0.0,3,12,7,2019,10000,4.4,0
Social,3464304,4.3,25.0,16.0,0.0,0.0,12,6,24,2020,100000000,5.0,1
Simulation,155114,4.1,78.0,100.0,65.0,1300.0,16,6,2,2020,10000000,4.1,3
Simulation,181958,4.3,72.0,100.0,65.0,1300.0,12,6,2,2020,10000000,4.1,3
Social,847,4.0,3.1,2.0,250.0,17900.0,18,6,11,2020,100000,4.2,1
Entertainment,2078439,3.7,-1.0,-1.0,30.0,499.0,16,6,19,2020,100000000,-1,2
News & Magazines,15553898,4.4,-1.0,-1.0,0.0,0.0,12,6,23,2020,500000000,-1,5
News & Magazines,100420,3.9,1.3,2.0,0.0,0.0,12,4,30,2020,10000000,5.0,5
Tools,1273,4.4,9.6,9.0,0.0,0.0,3,5,22,2020,10000,6.0,0
Education,5,4.0,6.9,3.0,0.0,0.0,3,2,6,2020,100,4.1,0
Communication,4492349,4.0,47.0,12.0,0.0,0.0,12,5,22,2020,100000000,4.4,5
News & Magazines,904603,4.2,12.0,3.0,0.0,0.0,3,10,22,2019,100000000,4.0,0
Video Players & Editors,751796,4.0,36.0,2.0,10.0,1000.0,12,6,22,2020,100000000,4.1,5
Social,79876,3.9,12.0,2.0,0.0,0.0,3,5,25,2020,50000000,4.1,0
Finance,30,4.0,11.0,1.0,0.0,0.0,3,5,28,2019,10000,4.1,1
Communication,195059,3.7,-1.0,1.0,0.0,0.0,3,6,16,2020,10000000,4.1,5
Photography,584346,4.3,35.0,4.0,170.0,5000.0,12,6,17,2020,100000000,4.1,8
Business,71,3.8,1.9,1.0,0.0,0.0,3,9,4,2019,10000,4.0.3,0
Entertainment,21,3.3,9.5,20.0,0.0,0.0,3,6,3,2020,1000,4.3,0
Finance,319,3.9,32.0,1.0,0.0,0.0,3,6,7,2020,10000,4.1,0
Social,538550,4.4,-1.0,-1.0,50.0,11100.0,18,6,23,2020,10000000,-1,7
Arcade,2988,4.0,68.0,1.0,160.0,8200.0,16,4,25,2019,500000,2.3,3
Business,10,3.9,48.0,1.0,0.0,0.0,3,6,25,2020,1000,4.4,1
Productivity,260,3.8,5.9,1.0,0.0,0.0,3,3,16,2020,10000,4.2,0
Casual,347,4.2,50.0,1.0,0.0,0.0,12,5,1,2020,500000,4.1,0
Tools,652,4.1,19.0,1.0,0.0,0.0,3,6,3,2020,10000,4.4,0
Video Players & Editors,4400494,4.6,11.0,6.0,179.99,179.99,3,6,4,2020,100000000,5.0,2
Education,213,4.5,12.0,2.0,0.0,0.0,3,7,29,2019,1000,4.4,0
Education,33,3.2,6.2,1.0,0.0,0.0,3,4,4,2018,10000,2.2,1
Action & Adventure,14192,4.2,19.0,1.0,0.0,0.0,3,2,5,2018,1000000,2.3,0
Action & Adventure,14580,4.2,-1.0,-1.0,120.0,120.0,3,6,18,2020,1000000,4.1,2
Business,124,4.1,15.0,5.0,0.0,0.0,3,5,31,2020,100000,5.0,1
Health & Fitness,10631,3.8,33.0,4.0,0.0,0.0,3,6,23,2020,1000000,4.4,5
Photography,6211253,4.4,-1.0,7.0,170.0,1750.0,3,4,29,2020,100000000,-1,4
Business,572,4.1,15.0,3.0,0.0,0.0,3,3,19,2020,10000,5.0,4
Communication,13841755,4.3,-1.0,-1.0,60.0,8700.0,12,6,25,2020,500000000,-1,11
Personalization,17771,4.3,16.0,1.0,89.99,599.0,3,6,15,2020,5000000,4.4,0
Social,259615,4.3,61.0,1.0,65.0,13830.0,18,6,21,2020,10000000,5.0,8
Entertainment,63521,4.3,-1.0,-1.0,50.0,5800.0,12,5,23,2020,1000000,5.0,2
Finance,601,3.6,7.4,4.0,0.0,0.0,3,3,31,2019,100000,4.0,0
Finance,11723,4.2,2.8,4.0,0.0,0.0,3,3,31,2019,1000000,4.1,0
Education,84,3.8,21.0,1.0,0.0,0.0,3,3,3,2020,5000,4.4,0
Lifestyle,20,4.0,14.0,2.0,0.0,0.0,3,6,13,2019,5000,4.4,1
Tools,21575,4.1,6.0,1.0,0.0,0.0,3,8,13,2019,5000000,4.0.3,0
Social,298398,4.1,44.0,4.0,85.0,7600.0,12,6,22,2020,50000000,5.0,1
Social,7204596,3.3,-1.0,-1.0,40.0,10500.0,12,6,25,2020,100000000,-1,3
Video Players & Editors,43468,4.1,1.6,17.0,0.0,0.0,3,10,20,2018,10000000,2.3,0
Education,13582,3.0,8.8,84.0,0.0,0.0,3,6,16,2020,500000,8.0,0
Simulation,52691,4.0,37.0,2.0,65.0,690.0,7,6,16,2020,10000000,4.1,3
Simulation,92866,4.1,47.0,3.0,70.0,1350.0,3,6,25,2020,50000000,4.1,2
Maps & Navigation,540,3.4,23.0,2.0,0.0,0.0,3,4,24,2020,100000,4.4,0
Tools,159188,4.5,12.0,2.0,700.0,2500.0,3,4,26,2020,10000000,5.0,3
Education,31,4.2,3.8,1.0,0.0,0.0,3,5,16,2020,5000,5.0,0
Entertainment,157085,4.4,53.0,2.0,85.0,1700.0,12,6,25,2020,10000000,5.0,3
Personalization,396274,4.3,-1.0,-1.0,15.0,1000.0,3,6,26,2020,50000000,-1,3
Art & Design,166,4.8,5.1,5.0,0.0,0.0,3,1,20,2020,10000,4.3,0
Social,295490,4.5,-1.0,-1.0,11.0,17200.0,18,6,26,2020,10000000,-1,3
Puzzle,1204985,4.1,89.0,1.0,85.0,8400.0,3,6,26,2020,100000000,4.4,0
Finance,93,4.0,12.0,1.0,0.0,0.0,3,11,16,2019,1000,4.4,0
Racing,1255,3.9,34.0,1.0,0.0,0.0,3,6,28,2018,100000,4.1,0
Art & Design,69976,4.7,-1.0,-1.0,0.0,0.0,3,6,26,2020,1000000,-1,0
Communication,115511064,4.3,-1.0,2.0,0.0,0.0,3,6,24,2020,5000000000,4.0.3,3
Communication,2236083,4.2,-1.0,2.0,0.0,0.0,3,6,24,2020,100000000,4.0.3,5
Travel & Local,2425607,4.5,11.0,6.0,0.0,0.0,3,6,24,2020,100000000,4.1,0
Music & Audio,13,2.7,20.0,3.0,0.0,0.0,3,6,8,2018,1000,4.1,0
Action,1427847,4.3,29.0,1.0,180.0,9400.0,3,6,26,2020,100000000,5.1,2
Education,136,4.8,3.7,4.0,0.0,0.0,3,8,30,2019,5000,4.1,0
Health & Fitness,22,4.4,1022.0,1.0,0.0,0.0,3,7,13,2015,5000,3.0,1
Tools,1270,2.9,5.1,1.0,350.0,1400.0,3,4,2,2020,100000,4.0.3,3
Racing,1063362,4.2,16.0,2.0,121.86,6115.0,3,5,10,2019,100000000,4.0,3
Arcade,1039209,4.4,20.0,1.0,121.86,6115.0,16,11,14,2019,50000000,4.0,2
Personalization,10,4.7,13.0,1.0,0.0,0.0,3,12,5,2019,5000,4.0.3,0
Food & Drink,16,4.8,22.0,1.0,0.0,0.0,3,7,23,2019,1000,4.4,0
Entertainment,778508,4.5,15.0,4.0,0.0,0.0,12,6,25,2020,10000000,5.0,0
Personalization,291,3.9,4.3,1.0,0.0,0.0,3,2,26,2020,50000,5.0,0
Tools,1249,4.3,8.5,2.0,420.0,420.0,3,6,7,2020,100000,5.0,4
Communication,8026,4.3,1.2,3.0,0.0,0.0,3,6,13,2020,1000000,4.0,5
Health & Fitness,1128417,4.0,101.0,4.0,0.0,0.0,3,6,18,2020,50000000,4.4,5
Tools,714921,4.4,-1.0,-1.0,0.0,0.0,3,5,27,2020,100000000,4.4,0
Libraries & Demo,6670,2.2,51.0,32.0,0.0,0.0,3,3,2,2020,1000000,4.1,0
Music & Audio,5,4.8,70.0,2.0,0.0,0.0,3,1,17,2020,100,4.1,0
Photography,12395,4.0,15.0,3.0,130.0,500.0,3,6,22,2020,1000000,4.3,0
Personalization,1678800,4.4,-1.0,-1.0,0.0,0.0,3,6,24,2020,100000000,-1,9
Education,573912,4.2,-1.0,-1.0,90.0,180.0,3,6,12,2020,50000000,-1,0
Education,2162,3.3,-1.0,1.0,0.0,0.0,3,9,16,2019,1000000,4.1,4
Art & Design,137,4.2,4.2,12.0,0.0,0.0,3,3,18,2020,10000,4.1,0
Art & Design,28,4.5,4.2,14.0,0.0,0.0,3,3,18,2020,5000,4.1,0
Art & Design,31,4.6,4.2,8.0,0.0,0.0,3,3,18,2020,10000,4.1,0
Art & Design,59,4.3,4.2,8.0,0.0,0.0,3,3,18,2020,10000,4.1,0
Art & Design,90,4.2,4.2,14.0,0.0,0.0,3,5,2,2020,10000,4.1,0
Music & Audio,54,4.8,6.8,1.0,0.0,0.0,3,5,9,2020,1000,5.0,0
Tools,263043,4.2,-1.0,4.0,60.0,5400.0,12,6,24,2020,50000000,4.4,1
Tools,35608,4.2,-1.0,3.0,60.0,9400.0,3,6,24,2020,10000000,5.0,0
Social,4807385,4.1,-1.0,3.0,10.0,25200.0,12,6,23,2020,100000000,4.3,5
News & Magazines,1436,4.2,-1.0,-1.0,0.0,0.0,3,6,9,2017,100000,-1,0
Social,5241,4.6,28.0,1.0,69.0,24900.0,18,6,17,2020,1000000,5.0,8
Health & Fitness,483,4.3,8.0,2.0,0.0,0.0,3,5,18,2020,10000,4.4,0
Arcade,499,3.5,15.0,1.0,0.0,0.0,3,1,17,2020,100000,3.1,0
Books & Reference,92,4.0,2.9,1.0,0.0,0.0,3,10,19,2019,10000,4.0,0
Arcade,218,3.5,55.0,1.0,0.0,0.0,3,2,14,2020,50000,4.0,0
Puzzle,174,3.8,14.0,1.0,0.0,0.0,3,5,29,2019,50000,4.1,0
Health & Fitness,28796,4.5,56.0,2.0,900.0,6300.0,3,6,15,2020,1000000,5.0,2
Arcade,25266,4.3,28.0,1.0,85.0,4200.0,7,7,29,2019,1000000,4.1,3
Arcade,1513,4.3,69.0,1.0,85.0,8300.0,12,4,6,2020,100000,4.4,3
Productivity,34,3.9,2.5,0.0,0.0,0.0,3,4,7,2018,5000,4.0.3,0
Books & Reference,40738,4.3,21.0,8.0,59.0,5000.0,12,6,19,2020,1000000,4.1,2
Tools,60416,3.9,166.0,15.0,0.0,0.0,3,5,7,2020,50000000,4.1,0
Social,21044657,4.0,90.0,16.0,80.0,8300.0,12,6,24,2020,1000000000,4.1,1
Video Players & Editors,526251,3.4,32.0,4.0,0.0,0.0,12,6,22,2020,100000000,4.1,5
Action,434,3.8,50.0,1.0,0.0,0.0,3,11,21,2019,50000,4.0,0
Action,17713,3.2,95.0,1.0,170.0,5900.0,16,5,22,2019,1000000,2.3,3
Personalization,63,3.3,8.9,1.0,0.0,0.0,12,6,9,2019,10000,5.0,1
Racing,6844,3.9,93.0,1.0,0.0,0.0,16,4,12,2017,500000,2.3,0
Shopping,1252957,4.6,31.0,7.0,0.0,0.0,12,6,25,2020,100000000,4.2,1
Education,17946,4.7,-1.0,-1.0,490.0,11700.0,3,6,14,2020,1000000,-1,4
Travel & Local,280451,4.3,7.7,13.0,0.0,0.0,3,5,11,2020,10000000,4.2,0
Travel & Local,1630039,4.3,15.0,3.0,0.0,0.0,3,6,25,2020,10000000,5.0,7
Education,364,4.5,11.0,1.0,490.0,11700.0,3,3,27,2020,10000,5.0,3
